gene_family,class,gene_length,Ls,Ls_keep,pi_s,thetaW_s,n_median,seg_s_sites,number_genomes
g005078,4fold,1212,138,51,0,0,19,0,25
g005078,2fold,1212,199,74,0,0,25,0,25
g005079,4fold,1203,219,74,0.010977130977131,0.0106239478139163,26,3,26
g005079,2fold,1203,137,53,0,0,26,0,26
g005081,4fold,1065,115,51,0.0431372549019608,0.0376470588235294,5,4,5
g005081,2fold,1065,149,65,0.0369230769230769,0.0369230769230769,5,5,5
g005084,4fold,1029,209,86,0.0180045011252813,0.00873187316680938,31,3,31
g005084,2fold,1029,100,42,0.0109575012800819,0.0119196998785017,31,2,31
g005089,4fold,1020,158,76,0.0447368421052632,0.0345754898194391,6,6,6
g005089,2fold,1020,133,53,0.0125786163522013,0.0165266492218703,6,2,6
g005091,4fold,1017,178,76,0,0,31,0,31
g005091,2fold,1017,130,53,0,0,31,0,31
g005095,4fold,1008,165,71,0.0326665877618653,0.0547208892210185,35,16,35
g005095,2fold,1008,126,55,0.0111229946524064,0.0132449425046329,35,3,35
g005097_1,4fold,996,165,76,0.00239234449760766,0.00449233094930797,11,1,11
g005097_1,2fold,996,125,57,0,0,11,0,11
g005098,4fold,993,177,84,0.00142450142450143,0.00429770607878231,144,2,144
g005098,2fold,993,114,53,0.00102622744132178,0.00340357988268449,144,1,144
g005099,4fold,993,135,60,0.0682261208576998,0.085834255561796,19,18,19
g005099,2fold,993,145,62,0.0445199019053009,0.0646064289174809,19,14,19
g005101,4fold,987,143,66,0,0,17,0,17
g005101,2fold,987,148,63,0.00350140056022409,0.00469514590042761,17,1,17
g005103,4fold,984,152,62,0.00632400979991834,0.00325643039263802,80,1,80
g005103,2fold,984,126,52,0,0,80,0,80
g005105_2,4fold,972,160,82,0.00813008130081301,0.00813008130081301,3,1,3
g005105_2,2fold,972,135,50,0.0266666666666667,0.0266666666666667,3,2,3
g005110,4fold,954,125,56,0,0,11,0,11
g005110,2fold,954,154,61,0.00298062593144561,0.00559700249421976,11,1,11
g005120,4fold,864,118,66,0.0124777183600713,0.0089634603553618,17,2,17
g005120,2fold,864,135,64,0.0130974264705882,0.00924356849146686,17,2,17
g005121,4fold,891,110,60,0,0,74,0,74
g005121,2fold,891,143,72,0.00222139948167345,0.0085478698501773,74,3,74
g005122,4fold,861,99,48,0.0267857142857143,0.0241046831955923,8,3,8
g005122,2fold,861,148,62,0.0155529953917051,0.0124411268106283,8,2,8
g005128,4fold,843,129,58,0.0218020442498958,0.0147682499452937,193,5,193
g005128,2fold,843,117,64,0.00543940252590673,0.00267674530258449,193,1,193
g005130,4fold,843,172,87,0.0171455938697318,0.0207838329970918,16,6,16
g005130,2fold,843,82,43,0.0162790697674419,0.0210255054738021,16,3,16
g005131,4fold,840,145,76,0.00531658747775679,0.00705163855689326,152,3,152
g005131,2fold,840,112,59,0,0,152,0,152
g005135,4fold,834,115,65,0.0115384615384615,0.0178003814367451,8,3,8
g005135,2fold,834,113,56,0,0,8,0,8
g005138,4fold,825,144,80,0.0500342331768388,0.0386843502836158,72,15,72
g005138,2fold,825,93,48,0.0185837245696401,0.0128947834278719,72,3,72
g005139,4fold,954,121,50,0,0,9,0,9
g005139,2fold,954,46,17,0,0,9,0,9
g005146,4fold,795,150,83,0.0135170028666667,0.0104250670026655,182,5,182
g005146,2fold,795,85,45,0.0016959099832028,0.0115370741496164,182,3,182
g005148,4fold,792,137,76,0.00942775618595604,0.0139440549664605,162,6,162
g005148,2fold,792,97,51,0.00278758846533783,0.00692645867615029,162,2,162
g005153,4fold,900,154,80,0.00566553544494721,0.0110648522061209,52,4,52
g005153,2fold,900,110,57,0.0115635997988939,0.0116472128485484,52,3,52
g005155,4fold,894,130,60,0.0228737584272554,0.0217988979986737,255,8,255
g005155,2fold,894,127,53,0.0284979360931715,0.0185084983007607,255,6,255
g005161,4fold,882,125,55,0.00330578512396694,0.00620758458449828,11,1,11
g005161,2fold,882,125,61,0.00298062593144561,0.00559700249421976,11,1,11
g005162,4fold,876,148,81,0.00329218106995885,0.00759369052316337,15,2,15
g005162,2fold,876,116,59,0.00225988700564972,0.00521261807098502,15,1,15
g005164,4fold,921,180,85,0.014262443438914,0.00924908397917422,26,3,26
g005164,2fold,921,80,39,0,0,26,0,26
g005165,4fold,915,147,80,0.00547337922621122,0.0133981132580972,152,6,152
g005165,2fold,915,126,59,0.00485168753064612,0.00908346661565911,152,3,152
g005167,4fold,909,138,69,0.00798691355641233,0.0142817950221151,248,6,248
g005167,2fold,909,124,61,0,0,248,0,248
g005174,4fold,672,105,67,0.0211668928086839,0.0305746703415587,11,6,11
g005174,2fold,672,87,59,0.0135593220338983,0.0173601941769867,11,3,11
g005180,4fold,660,93,58,0.0103289369140315,0.00731746258036401,63,2,63
g005180,2fold,660,95,59,0.00746352851328248,0.00359671889543316,63,1,63
g005185,4fold,651,111,75,0.112222222222222,0.112833990363557,9,23,9
g005185,2fold,651,73,55,0.0181818181818182,0.0200692868235575,9,3,9
g005217,4fold,783,134,71,0,0,12,0,12
g005217,2fold,783,103,63,0,0,12,0,12
g005219,4fold,774,132,78,0.00854700854700855,0.00788575554328503,15,2,15
g005219,2fold,774,97,61,0,0,15,0,15
g005222,4fold,768,110,57,0.00373155109997216,0.00846143448442585,36,2,36
g005222,2fold,768,107,58,0,0,36,0,36
g005223,4fold,768,125,65,0.0378787878787879,0.022744314792213,33,6,33
g005223,2fold,768,100,55,0.00867768595041322,0.00447994079240559,33,1,33
g005227,4fold,762,134,69,0,0,26,0,26
g005227,2fold,762,79,39,0.0019723865877712,0.00671941998487016,26,1,26
g005257,4fold,618,82,60,0,0,11,0,11
g005257,2fold,618,94,62,0,0,11,0,11
g005260,4fold,606,94,66,0.0176767676767677,0.0167244056862979,9,3,9
g005260,2fold,606,83,59,0.0131826741996234,0.0124724381389341,9,2,9
g005263,4fold,603,65,53,0.0109555690809495,0.0120116838583334,63,3,64
g005263,2fold,603,94,69,0.00135823185437491,0.00614058612359657,63,2,64
g005266,4fold,594,125,90,0.00378787878787879,0.00547548319071795,33,2,33
g005266,2fold,594,50,37,0,0,33,0,33
g005267,4fold,594,94,62,0.0510752688172043,0.0415412657369336,9,7,9
g005267,2fold,594,81,59,0.0244821092278719,0.0187086572084011,9,3,9
g005272,4fold,582,79,67,0.0488518943742824,0.0807053270525723,40,23,40
g005272,2fold,582,84,61,0.00699873896595208,0.0154162705987807,40,4,40
g005276,4fold,579,106,85,0.0109718785750393,0.0123205421278587,67,5,67
g005276,2fold,579,65,45,0.00311573445901804,0.00465442702607995,67,1,67
g005284,4fold,555,80,59,0.0161420500403551,0.013836042891733,7,2,7
g005284,2fold,555,80,59,0.0129136400322841,0.013836042891733,7,2,7
g005285,4fold,552,78,62,0.00194176678515155,0.00569757084651072,162,2,162
g005285,2fold,552,83,64,0.00300015336247221,0.0082792826363359,162,3,162
g005287,4fold,549,60,47,0.0105369807497467,0.00591387864945536,21,1,21
g005287,2fold,549,91,71,0.004560697518444,0.00391482107780847,21,1,21
g005289,4fold,546,112,86,0.0116279069767442,0.0111627906976744,5,2,5
g005289,2fold,546,47,40,0,0,5,0,5
g005291,4fold,543,94,76,0.00946331345605392,0.0100514298508668,29,3,29
g005291,2fold,543,68,50,0.00591133004926109,0.00509272445777254,29,1,29
g005294,4fold,540,108,91,0.00427350427350427,0.00404326291317093,9,1,9
g005294,2fold,540,58,44,0.00505050505050505,0.00836220284314897,9,1,9
g005295,4fold,540,86,70,0.046031746031746,0.0367936925098555,9,7,9
g005295,2fold,540,69,51,0.0196078431372549,0.0144288990234727,9,2,9
g005299,4fold,534,55,43,0,0,74,0,74
g005299,2fold,534,98,81,0.000333667000333665,0.00253270217783031,74,1,74
g005301,4fold,531,80,65,0.00286751072981417,0.00798720518050369,182,3,182
g005301,2fold,531,74,58,0.0156649408887931,0.0119349042927067,182,4,182
g005305,4fold,519,106,91,0.0202147143636505,0.0148568281052853,48,6,48
g005305,2fold,519,51,42,0.0169284025667004,0.0160948971140591,48,3,48
g005307,4fold,516,95,80,0,0,15,0,15
g005307,2fold,516,59,49,0,0,15,0,15
g005319,4fold,483,56,50,0,0,5,0,5
g005319,2fold,483,77,68,0,0,5,0,5
g005432,4fold,471,77,68,0.00959118229292631,0.00501222486745682,199,2,199
g005432,2fold,471,59,52,0,0,199,0,199
g005434,4fold,465,74,71,0.00767331260289007,0.00613221421071934,56,2,56
g005434,2fold,465,50,47,0.0082240848198295,0.00465018455395391,56,1,56
g005436,4fold,459,83,80,0.0237132352941176,0.0258819917761072,17,7,17
g005436,2fold,459,42,41,0.00824964131994261,0.0144289849622897,17,2,17
g005476,4fold,3186,514,63,0,0,7,0,7
g005476,2fold,3186,453,47,0,0,7,0,7
g005478,4fold,2745,400,64,0,0,55,0,55
g005478,2fold,2745,421,77,0,0,55,0,55
g005479,4fold,2715,417,60,0.107777777777778,0.131386861313869,6,18,6
g005479,2fold,2715,370,61,0.0688524590163934,0.0861553188943401,6,12,6
g005480,4fold,2652,377,66,0.0114607614607615,0.019664847824228,13,4,13
g005480,2fold,2652,299,56,0.0196886446886447,0.0233352203570733,13,4,13
g005485,4fold,2493,391,78,0.00678733031674208,0.00379223322726846,17,1,17
g005485,2fold,2493,364,64,0,0,17,0,17
g005486,4fold,2478,414,76,0.087092731829574,0.0912996777658432,7,17,7
g005486,2fold,2478,323,57,0.0451127819548872,0.0429645542427497,7,6,7
g005487,4fold,2475,423,77,0.056198347107438,0.0886797797785469,11,20,11
g005487,2fold,2475,295,50,0.0276363636363636,0.0409700582576887,11,6,11
g005492,4fold,2352,394,77,0.00916730328495034,0.0230488980566446,17,6,17
g005492,2fold,2352,316,67,0.00329236172080773,0.00441483868249163,17,1,17
g005503,4fold,2082,384,91,0.00659340659340659,0.00527472527472528,5,1,5
g005503,2fold,2082,231,48,0,0,5,0,5
g005504,4fold,2076,365,76,0.0596491228070175,0.0749135612754514,6,13,6
g005504,2fold,2076,236,41,0.048780487804878,0.0640911518604237,6,6,6
g005508,4fold,2172,287,49,0.0204081632653061,0.0195918367346939,5,2,5
g005508,2fold,2172,361,73,0,0,5,0,5
g005509,4fold,2169,274,56,0.0107142857142857,0.00857142857142857,5,1,5
g005509,2fold,2169,366,76,0,0,5,0,5
g005511,4fold,2127,330,60,0,0,52,0,52
g005511,2fold,2127,297,68,0,0,52,0,52
g005514,4fold,2265,392,69,0,0,7,0,7
g005514,2fold,2265,280,51,0,0,7,0,7
g005522,4fold,1869,257,66,0,0,21,0,21
g005522,2fold,1869,302,57,0.00167084377610693,0.00487635607937547,21,1,21
g005525,4fold,1680,281,65,0.0271493212669683,0.033621777127145,35,9,35
g005525,2fold,1680,220,61,0.00727372916379667,0.0199036021244483,35,5,35
g005526,4fold,1677,312,76,0.0053394355453852,0.00547782476535433,69,2,69
g005526,2fold,1677,192,47,0,0,69,0,69
g005529,4fold,1857,307,69,0.0072463768115942,0.00383816582200887,25,1,25
g005529,2fold,1857,252,56,0.00285714285714286,0.00945833720423614,25,2,25
g005533,4fold,1806,327,75,0.0722424242424243,0.0637312017341824,11,14,11
g005533,2fold,1806,204,50,0.0276363636363636,0.0273133721717924,11,4,11
g005538,4fold,1602,296,99,0.0106700810926163,0.00625201620745307,72,3,72
g005538,2fold,1602,153,36,0,0,72,0,72
g005540,4fold,1434,256,85,0.0108996539792388,0.0243595216716303,17,7,17
g005540,2fold,1434,142,40,0.0147058823529412,0.0369742739658674,17,5,17
g005541,4fold,1428,257,86,0.0224252491694352,0.018461353405479,8,4,8
g005541,2fold,1428,168,39,0.0128205128205128,0.0197782015963834,8,2,8
g005543,4fold,1422,241,78,0.0119526627218935,0.0134388399697403,26,4,26
g005543,2fold,1422,141,43,0.00951699463327371,0.00609435766069619,26,1,26
g005545,4fold,1410,157,47,0,0,25,0,25
g005545,2fold,1410,270,94,0,0,25,0,25
g005546,4fold,1410,249,68,0.0196078431372549,0.0196078431372549,8,2,8
g005546,2fold,1410,165,52,0.0272435897435897,0.0350709896164442,8,4,8
g005549,4fold,1401,167,56,0.0187074829931973,0.0141756820792071,7,2,8
g005549,2fold,1401,240,81,0,0,7,0,8
g005556,4fold,1440,158,48,0.00694444444444444,0.00912408759124088,6,1,6
g005556,2fold,1440,252,74,0,0,6,0,6
g005557,4fold,1437,236,70,0.0118858706273207,0.019897576269211,86,7,86
g005557,2fold,1437,204,57,0.000815993472052225,0.0069816057084951,86,2,86
g005559,4fold,1395,160,57,0.00701754385964912,0.00842105263157895,5,1,5
g005559,2fold,1395,210,62,0,0,5,0,5
g005560,4fold,1392,200,63,0.0128249367379802,0.0127518292232061,24,3,24
g005560,2fold,1392,213,64,0.0105865036231884,0.0125525818915935,24,3,24
g005562,4fold,1386,219,70,0,0,16,0,16
g005562,2fold,1386,181,52,0.00240384615384615,0.00579549189341982,16,1,16
g005566,4fold,1359,245,77,0,0,24,0,24
g005566,2fold,1359,136,40,0,0,24,0,24
g005585,4fold,1302,255,73,0.0016116035455278,0.00405197522913616,17,1,17
g005585,2fold,1302,98,33,0,0,17,0,17
g005588,4fold,1287,230,64,0.028125,0.0225,5,3,5
g005588,2fold,1287,147,62,0,0,5,0,5
g005589,4fold,1281,196,72,0.00757575757575758,0.00474190489093619,11,1,11
g005589,2fold,1281,183,64,0.00852272727272728,0.00533464300230321,11,1,11
g005590,4fold,1278,158,43,0.0232558139534884,0.0223255813953488,5,2,5
g005590,2fold,1278,205,74,0,0,5,0,5
g005593,4fold,1272,246,100,0,0,25,0,25
g005593,2fold,1272,133,46,0.00173913043478261,0.00575724873301331,25,1,25
g005595,4fold,1269,190,70,0.00566352768316303,0.00839606963948079,93,3,93
g005595,2fold,1269,150,48,0,0,93,0,93
g005596,4fold,1269,182,59,0.00581113801452784,0.00521261807098502,15,1,15
g005596,2fold,1269,190,64,0,0,15,0,15
g005597,4fold,1263,181,65,0.00473372781065088,0.00991528902155377,13,2,13
g005597,2fold,1263,185,64,0.00240384615384615,0.00503510770625777,13,1,13
g005598,4fold,1251,221,69,0.0196952805648458,0.0186809793159709,13,4,13
g005598,2fold,1251,135,57,0.00269905533063428,0.0056534542666754,13,1,13
g005599,4fold,1509,241,66,0.00252525252525253,0.0050172617696599,11,1,12
g005599,2fold,1509,205,59,0.0270672829994864,0.0227985230150834,12,4,12
g005600,4fold,1506,264,71,0.0109546165884194,0.0103644204253114,9,2,9
g005600,2fold,1506,187,43,0,0,9,0,9
g005603,4fold,1497,287,91,0.00523286237571952,0.00448531060775959,7,1,7
g005603,2fold,1497,167,49,0,0,7,0,7
g005608,4fold,1134,185,71,0.0120724346076459,0.0114975567691865,7,2,7
g005608,2fold,1134,146,51,0,0,7,0,7
g005609,4fold,1128,159,57,0,0,25,0,25
g005609,2fold,1128,169,69,0,0,25,0,25
g005611,4fold,1119,114,48,0,0,5,0,5
g005611,2fold,1119,217,87,0.00459770114942528,0.00551724137931034,5,1,5
g005612,4fold,1248,272,102,0.00569136745607334,0.00640275307295696,56,3,56
g005612,2fold,1248,90,34,0.0160045836516425,0.0128055061459139,56,2,56
g005615,4fold,1239,180,65,0.0384615384615385,0.041958041958042,4,5,4
g005615,2fold,1239,179,62,0.0161290322580645,0.0175953079178886,4,2,4
g005617,4fold,1230,159,56,0.103571428571429,0.102857142857143,5,12,5
g005617,2fold,1230,187,71,0.0619718309859155,0.0676056338028169,5,10,5
g005619,4fold,1227,184,64,0.0511904761904762,0.0596428571428571,7,9,7
g005619,2fold,1227,151,49,0.0392614188532556,0.0347855060391504,7,4,7
g005623,4fold,1182,201,74,0.00225225225225225,0.00447485509185883,12,1,12
g005623,2fold,1182,125,52,0.0104895104895105,0.00636806301533757,12,1,12
g005624,4fold,1170,169,70,0,0,15,0,15
g005624,2fold,1170,177,71,0,0,15,0,15
g005625,4fold,1167,210,74,0,0,17,0,17
g005625,2fold,1167,133,37,0,0,17,0,17
g005626,4fold,1158,202,70,0,0,11,0,11
g005626,2fold,1158,136,51,0,0,11,0,11
g005628,4fold,1104,146,57,0.0127591706539075,0.0119795491981546,11,2,11
g005628,2fold,1104,165,66,0,0,11,0,11
g005629,4fold,1095,149,55,0.00606060606060606,0.0079628400796284,6,1,6
g005629,2fold,1095,188,75,0,0,6,0,6
g005633,4fold,1086,166,68,0.0784313725490196,0.072192513368984,4,9,4
g005633,2fold,1086,154,63,0,0,4,0,4
g005634,4fold,1083,209,75,0,0,86,0,86
g005634,2fold,1083,121,42,0,0,86,0,86
g005639,4fold,1209,212,73,0.0209534757479963,0.020148110899289,66,7,66
g005639,2fold,1209,132,47,0.0180032733224223,0.0134116604466392,66,3,66
g005642,4fold,1200,122,50,0.016,0.0192,5,2,5
g005642,2fold,1200,218,72,0.00833333333333333,0.00666666666666667,5,1,5
g005643,4fold,1191,155,67,0.00165837479270315,0.00433933572349383,18,1,18
g005643,2fold,1191,188,65,0,0,18,0,18
g005647,4fold,1059,164,61,0.00771456123432979,0.0193963404411108,17,4,17
g005647,2fold,1059,155,58,0.0058316430020284,0.0101997997147221,17,2,17
g005648,4fold,1059,159,58,0.0295566502463054,0.0211118930330753,7,3,7
g005648,2fold,1059,156,59,0,0,7,0,7
g005650,4fold,1050,132,59,0.0169491525423729,0.016271186440678,5,2,5
g005650,2fold,1050,176,78,0,0,5,0,5
g005653,4fold,1035,175,78,0.00366300366300366,0.00806287647481267,14,2,14
g005653,2fold,1035,145,58,0,0,14,0,14
g005658,4fold,1023,161,70,0.013757783039551,0.00989838465528418,181,4,182
g005658,2fold,1023,137,51,0.0173396458739325,0.0135795232828125,182,4,182
g005659,4fold,1017,142,52,0.00177838577291382,0.0114793709245448,86,3,86
g005659,2fold,1017,127,67,0.000686036302754355,0.00296978750286732,86,1,86
g005671,4fold,972,155,81,0.0518518518518518,0.0592592592592593,5,10,5
g005671,2fold,972,139,71,0.028169014084507,0.0338028169014084,5,5,5
g005674,4fold,960,158,69,0.015527950310559,0.016768475266499,8,3,8
g005674,2fold,960,120,56,0.0204081632653061,0.0137741046831956,8,2,8
g005675,4fold,957,143,64,0.000726744186046512,0.00361126156516424,43,1,43
g005675,2fold,957,130,60,0,0,43,0,43
g005676,4fold,954,138,68,0,0,60,0,60
g005676,2fold,954,134,58,0,0,60,0,60
g005678,4fold,948,146,62,0.000403225806451612,0.00325643039263802,80,1,80
g005678,2fold,948,129,66,0,0,80,0,80
g005681,4fold,939,114,55,0.000969337955639324,0.00372997957098646,74,1,74
g005681,2fold,939,115,51,0,0,74,0,74
g005682,4fold,933,174,80,0.0172727272727273,0.0170708576073703,11,4,11
g005682,2fold,933,107,46,0.00711462450592885,0.00742211200320447,11,1,11
g005686,4fold,870,161,79,0.0274848399496322,0.0347270255119412,192,16,192
g005686,2fold,870,98,46,0.000891569921845361,0.00372749322750456,192,1,192
g005689,4fold,864,117,51,0.00784313725490196,0.00941176470588235,5,1,5
g005689,2fold,864,134,59,0.00677966101694915,0.00813559322033898,5,1,5
g005691,4fold,852,120,58,0,0,9,0,9
g005691,2fold,852,126,62,0,0,9,0,9
g005692,4fold,852,118,57,0,0,6,0,6
g005692,2fold,852,114,66,0,0,6,0,6
g005693,4fold,849,110,49,0.0204081632653061,0.022526750516238,9,3,9
g005693,2fold,849,141,68,0.0065359477124183,0.0108216742676045,9,2,9
g005695,4fold,837,127,68,0,0,80,0,80
g005695,2fold,837,115,54,0,0,80,0,80
g005698,4fold,834,144,77,0.0135281385281385,0.0191997462531668,33,6,33
g005698,2fold,834,111,52,0,0,33,0,33
g005711,4fold,801,79,39,0.0165912518853695,0.0151689329090738,17,2,17
g005711,2fold,801,140,80,0.00477941176470588,0.00369742739658674,17,1,17
g005712,4fold,801,78,39,0,0,11,0,11
g005712,2fold,801,154,89,0,0,11,0,11
g005716,4fold,798,160,87,0.0277777777777778,0.0173198608309098,16,5,16
g005716,2fold,798,79,47,0.0423758865248227,0.0256481343368366,16,4,16
g005717,4fold,795,106,62,0,0,26,0,26
g005717,2fold,795,120,75,0,0,26,0,26
g005726,4fold,903,147,78,0.00537240537240537,0.00394287777164252,15,1,15
g005726,2fold,903,117,57,0,0,15,0,15
g005727,4fold,900,146,71,0.0422535211267606,0.0460947503201024,4,6,4
g005727,2fold,900,112,58,0.0517241379310345,0.0564263322884013,4,6,4
g005728,4fold,897,120,57,0.0307017543859649,0.0370098078807862,16,7,16
g005728,2fold,897,148,69,0.0201690821256039,0.021838085395495,16,5,16
g005729,4fold,894,158,84,0.022718253968254,0.0143507418313253,16,4,16
g005729,2fold,894,111,56,0.046875,0.0269076409337349,16,5,16
g005732,4fold,876,154,81,0.0104283576505799,0.00912580531786325,33,3,33
g005732,2fold,876,106,47,0.00491618310767247,0.0104849678120131,33,2,33
g005733,4fold,927,152,68,0,0,11,0,11
g005733,2fold,927,121,54,0,0,11,0,11
g005735,4fold,921,165,90,0.0102199617457833,0.00916962377093116,72,4,72
g005735,2fold,921,109,50,0.0102582159624413,0.0123789920907571,72,3,72
g005736,4fold,921,139,69,0.00554134697357204,0.00428687234386869,17,1,17
g005736,2fold,921,140,73,0,0,17,0,17
g005742,4fold,729,48,30,0,0,10,0,10
g005742,2fold,729,144,86,0.0116279069767442,0.00822059912509338,10,2,10
g005746,4fold,681,134,86,0.0044296788482835,0.00715219688809573,15,2,15
g005746,2fold,681,73,53,0.00251572327044025,0.00580272577713427,15,1,15
g005749,4fold,678,107,62,0.0014443909484834,0.0101346394922709,67,3,67
g005749,2fold,678,91,53,0.00112644325542102,0.00790374400655085,67,2,67
g005751,4fold,675,95,52,0.0141025641025641,0.0135956062453467,10,2,10
g005751,2fold,675,100,67,0.00696517412935324,0.00527590690117933,10,1,10
g005762,4fold,651,95,65,0,0,29,0,29
g005762,2fold,651,100,61,0.00113058224985867,0.00417436430964962,29,1,29
g005763,4fold,651,126,85,0,0,16,0,16
g005763,2fold,651,63,43,0.0104651162790698,0.0140170036492014,16,2,16
g005764,4fold,645,97,56,0.0020335057099763,0.00790346586151496,52,2,52
g005764,2fold,645,85,58,0,0,52,0,52
g005766,4fold,636,84,58,0.00907687268984233,0.0108335801469102,67,3,67
g005766,2fold,636,99,63,0.00047382136934376,0.00332459073291425,67,1,67
g005769,4fold,630,115,76,0.05,0.0505263157894737,5,8,5
g005769,2fold,630,59,40,0.02,0.024,5,2,5
g005791,4fold,765,63,31,0.0131927212572374,0.00758381053649697,40,1,40
g005791,2fold,765,111,62,0,0,40,0,40
g005799,4fold,753,145,79,0.0229406037000974,0.0165859100892365,26,5,26
g005799,2fold,753,79,45,0.00471794871794872,0.00582349732022081,26,1,26
g005804,4fold,738,124,73,0.00729188619599579,0.0215389626912276,26,6,26
g005804,2fold,738,90,53,0.00714078374455733,0.019777915427165,26,4,26
g005805,4fold,738,103,65,0.0268531468531469,0.0210102862859942,11,4,11
g005805,2fold,738,113,56,0.00779220779220779,0.0060967348597751,11,1,11
g005806,4fold,729,105,63,0.0045991045991046,0.0111951488872098,40,3,40
g005806,2fold,729,111,65,0.00299802761341223,0.00723378851173557,40,2,40
g005807_1,4fold,729,95,60,0,0,5,0,5
g005807_1,2fold,729,120,78,0.00512820512820513,0.00615384615384615,5,1,5
g005808,4fold,726,108,66,0.00631983802238206,0.0136150731167999,147,5,147
g005808,2fold,726,112,67,0.0124899683856368,0.00804711784216829,147,3,147
g005809,4fold,723,78,46,0,0,62.5,0,64
g005809,2fold,723,122,67,0.00431621653636579,0.00315662727906877,64,1,64
g005811,4fold,717,120,81,0.00352733686067019,0.00776425142018998,14,2,14
g005811,2fold,717,94,50,0.0145054945054945,0.0188671309510617,14,3,14
g005814,4fold,711,108,68,0.00452488687782805,0.00947784980001463,13,2,13
g005814,2fold,711,96,51,0.00301659125188537,0.00631856653334309,13,1,13
g005816,4fold,708,121,67,0.0099502487562189,0.0164747876909801,9,3,9
g005816,2fold,708,90,56,0,0,9,0,9
g005823,4fold,624,81,58,0.0175548589341693,0.0176595078696934,11,3,11
g005823,2fold,624,96,70,0.00623376623376624,0.00487738788782008,11,1,11
g005824,4fold,618,85,55,0.0006993006993007,0.00402358262040762,52,1,52
g005824,2fold,618,90,66,0.00268522327345857,0.00335298551700635,52,1,52
g005827,4fold,612,94,74,0.0183933933933934,0.0198884824377597,9,4,9
g005827,2fold,612,83,56,0,0,9,0,9
g005829,4fold,609,117,80,0,0,7,0,7
g005829,2fold,609,67,47,0,0,7,0,7
g005831,4fold,609,109,79,0,0,7,0,7
g005831,2fold,609,50,42,0.0226757369614512,0.0194363459669582,7,2,7
g005840,4fold,594,100,67,0.00746268656716419,0.0148271317969054,12,3,12
g005840,2fold,594,69,46,0.00889328063241107,0.0071986799303816,12,1,12
g005842,4fold,594,105,83,0.0406961178045515,0.0298120522488326,10,7,10
g005842,2fold,594,65,53,0.010062893081761,0.00666954268639651,10,1,10
g005848,4fold,579,106,77,0.0198624904507257,0.04993927912273,17,13,17
g005848,2fold,579,59,40,0.0088235294117647,0.0221845643795205,17,3,17
g005860,4fold,558,46,37,0,0,57,0,57
g005860,2fold,558,113,81,0,0,57,0,57
g005866,4fold,543,60,42,0,0,59,0,59
g005866,2fold,543,101,84,0.000403551251008877,0.00256222763186385,59,1,59
g005881,4fold,516,79,68,0.000397456279809219,0.00301689524123905,74,1,74
g005881,2fold,516,62,49,0,0,74,0,74
g005883,4fold,513,65,58,0.0357366771159875,0.0294325131161557,11,5,11
g005883,2fold,513,86,74,0.00982800982800983,0.00922749059857853,11,2,11
g005892,4fold,492,73,62,0.0354838709677419,0.0309677419354839,5,4,5
g005892,2fold,492,76,67,0,0,5,0,5
g005893,4fold,489,78,70,0.00913810500276666,0.0078474637898404,133,3,133
g005893,2fold,489,62,57,0.000523637642751216,0.00321092599546907,133,1,133
g005903,4fold,480,27,25,0.0157490196078431,0.0266713766045976,51,3,51
g005903,2fold,480,32,29,0.0383502366463827,0.0229925660384462,51,3,51
g005905,4fold,477,69,60,0.000877192982456138,0.0039667558343018,38,1,38
g005905,2fold,477,68,65,0.00420177262282526,0.00366162077012474,38,1,38
g006049,4fold,474,80,75,0,0,86,0,86
g006049,2fold,474,60,55,0.00310409153090412,0.00361774113985655,86,1,86
g006051,4fold,474,71,66,0.0882034632034632,0.0759662743133818,8,13,8
g006051,2fold,474,61,57,0.0557644110275689,0.0473635880334445,8,7,8
g006061,4fold,456,81,78,0.00295857988165681,0.0100791299773052,26,3,26
g006061,2fold,456,45,44,0.0051048951048951,0.011911699064088,26,2,26
g006071,4fold,441,69,67,0.0149253731343284,0.0192386204895819,13,4,13
g006071,2fold,441,61,59,0.0091264667535854,0.00546181174916098,13,1,13
g006073,4fold,441,74,73,0.00821917808219178,0.00657534246575342,5,1,5
g006073,2fold,441,45,43,0,0,5,0,5
g006122,4fold,2952,470,62,0.00124069478908189,0.00422673192596672,26,1,26
g006122,2fold,2952,400,64,0,0,26,0,26
g006123,4fold,2958,345,55,0.00330578512396694,0.00620758458449828,11,1,11
g006123,2fold,2958,336,58,0.00626959247648903,0.0117730052464623,11,2,11
g006130,4fold,2763,468,65,0.0615384615384615,0.0615384615384615,3,6,3
g006130,2fold,2763,350,61,0.0218579234972678,0.0218579234972678,3,2,3
g006132,4fold,2670,377,67,0,0,3,0,3
g006132,2fold,2670,372,60,0.0222222222222222,0.0222222222222222,3,2,3
g006138_2,4fold,2544,420,64,0,0,2,0,2
g006138_2,2fold,2544,353,57,0,0,2,0,2
g006144,4fold,2358,382,61,0.0590163934426229,0.0646164891707551,6,9,6
g006144,2fold,2358,301,49,0.0380952380952381,0.0446894086101594,6,5,6
g006147,4fold,3516,625,83,0.0863453815261044,0.0854326396495071,4,13,4
g006147,2fold,3516,416,47,0.0886524822695036,0.0928433268858801,4,8,4
g006151,4fold,3093,465,64,0.0160845588235294,0.032352489720134,17,7,17
